ID,post_date,post_title,post_status,post_id,address,bolig_desc,bolig_price,bolig_rooms,bolig_type,bolig_year_build,boligareal,city,energy_label,grundareal,latitude,longitude,post_code,database
28735,2024-04-03 17:40:21,Bolig 28735,publish,28735,"Vandmøllevej 8B, 8700 Horsens","Gedigent og atmosfærefyldt bjælkehus med skøn beliggenhed i Hansted, tæt på motorvej E45 og få min kørsel til Horsens.
Frit udsyn over marker og til Egebjerg. Tæt på Hansted skov
Standarden i boligen er høj, med mange gennemtænkte løsninger og materialevalg af høj kvalitet. 
Huset opvarmes af fjernvarme.
Nem vedligeholdelses venlig have med vestvendte terrasser.

Boligen er til salg ved Nybolig, ved mægler Lasse Krag Sørensen, tlf: 28808082",2895000,5,Villa,2010,167,Horsens,B,800,55.89576063,9.84985834,8700,nov_dump1
28740,2024-04-04 21:53:31,Bolig 28740,publish,28740,"Hobrovej 39, 9530 Støvring","Flot murmester villa fra 1930 i  i 3 plan.
På første sal er der 45 kvm fordelt på 3 værelser, mindre repos og mellemgang samt badeværelse med toilet og bad. 
Stueplan er på 64 kvm og består af entre, køkken og stue med brændeovn. Fra køkkenet er der direkte udgang til hævet træterrasse. 
Kælderen er ligeledes på 64 kvm og byder på indgang fra kælderskakt, stort og rummeligt bryggers, badeværelse med badekar, bruser og toilet samt 2 disponible rum som vi pt selv bruger som soveværelse og børneværelse. Der er gulvvarme i hele kælderen.
Garage på 36 kvm og brændeskur/skur på ca. 15 kvm.
Grunden byder på en dejlig lukket have med både den hævede træterrasse samt flisebelagt terrasse. 
Ved hurtig handel kan der være mulighed for et prisafslag.",1995000,4,Villa,1930,109,Støvring,Ikke relevant,690,56.89462925,9.83759854,9530,nov_dump1
28751,2024-04-05 07:27:40,Bolig 28751,publish,28751,Ribesvej 1 A ,"Bolig for den modne og kræse køber. Virkelig god indretning med 2 toiletter. Fantastisk uderum med sol hele dagen.
Beliggenhed, beliggenhed, beliggenhed. Fantastisk mindre have, der næsten passer sig selv. Terrasse og overdækket terrasse. Kommer til salg ved NYBOLIG Risskov. Ansvarlig mægler Mads Fauerholt. 
",6200000,2,Villa,1987,100,Risskov,Ikke relevant,550,,,8240,nov_dump1
28759,2024-04-05 13:08:54,Bolig 28759,publish,28759,"Majgårdsvej 5, Egsmark, 8400 Ebeltoft",,1500000,4,Villa,,133,Ebeltoft,Ikke relevant,1200,56.21709792,10.67499266,8400,nov_dump1
28763,2024-04-06 15:57:32,Bolig 28763,publish,28763,"Fynsgade 30, 1. tv, 8000 Aarhus C","Dejlig 4 værelses lejlighed i øgaderne. 2 stuer ensuite, åbent køkken i forbindelse med spisestue. Fint toilet med seperat brudeniche. 2 fine værelser. ",4200000,4,Ejerlejlighed,1900,93,Aarhus C,D,,56.16374545,10.20044582,8000,nov_dump1
28916,2024-04-07 21:34:05,Bolig 28916,publish,28916,"Anedalvej 1, 8600 Silkeborg","Stor villa med sjæl og historie.

Den gamle skole i Gl. Laven er et klassisk smukt hus fra 1887, med røde mursten, hvide dannebrogsvinduer og rødt tegltag.

Skolen er opført i 1887 og respektfuld istandsat i 2000. Huset er beliggende i gl. Laven, 8600, midt i det smukkeste istidslandskab, med vand og skov indenfor gå afstand. Himmelbjerruten går tæt forbi. Fra Laven er der mulighed for at sejle til Ry og Silkeborg. Byen har togforbindelse til Silkeborg og Århus.

Skolen indeholder 2 charmerende lejligheder på ialt 229 m2, som både kan anvendes samlet eller opdelt. Huset kunne være ideelt som flergenerationshus, eller bolig med mulighed for erhverv, eller udlejning i den anden halvdel . Der er parkeringsmuligheder til begge lejligheder.

Lejlighed 1 er den gamle skolestue. Via indgangen i gavlen er der adgang til gang, badeværelse og stort lækker køkken/alrum med fritlagte bjælker og trappe til 1 salen, bestående af et åbent repos, med adgang til to værelser

Lejlighed 2 er den gamle lærerbolig. Lejligheden består af entre, to stuer, køkken, badeværelse, baggang, viktualierum, samt et stort værelse. I stuen er der brændeovn. Uudnyttet 1. Sal.

Skolen er beliggende på en stor grund på 1197 m2 .
Den ugenerte baghave har ældre udhus, brændeskur, gamle frugttræer og hyggekroge.

11 min til indkøb i Ry/Sejs.
33 minutter til Aarhus C
Kort til børnehave og stoppested for skolebussen.

Kontakt oplysninger:
Kent Sørensen
22102665",3995000,10,Villa,1887,229,Silkeborg,Ikke relevant,1197,56.13073659,9.70015553,8600,nov_dump1
28951,2024-04-07 23:39:20,Bolig 28951,publish,28951,"Grejsdalsvej 6, 7100 Vejle","Herskabsvilla i Vejle midtby i 3 etager 
Står 90% færdigrenoveret.

Velegnet til familie eller til liberalt erhverv pga den centrale beliggenhed og tilhørende parkeringspladser.
 
Kælder: 148 m2
Stueplan og 1. Sal.: 250 m2

Ialt 398 m2 inkl renoveret kælder.
Tæt på C, natur og vand",7500000,7,Villa,1910,398,Vejle,D,150,55.71646762,9.53402964,7100,nov_dump1
28961,2024-04-08 14:07:17,Bolig 28961,publish,28961,"Terosevej 13, 8541 Skødstrup","Flot moderniserede udsigtsvilla, som I finder på en rolig villavej centralt i Skødstrup; her bliver I en del af et fantastisk naboskab blandt de mange børnefamilier. På villavejen ligger huset højt i landskabet, så med i købet hører en smuk udsigt, der strækker sig over byen, naturen og vandet i horisonten. I kan altså sidde i hjemmets trygge rammer og følge Molslinjen, der går ind.",4600000,7,Villa,1972,226,Skødstrup,D,895,56.26808819,10.30776099,8541,nov_dump1
28979,2024-04-08 19:50:19,Bolig 28979,publish,28979,"Obovej 7, 8700 Horsens",Ligger i skuffen hos John Frandsen ,,3,Villa,1969,111,Horsens,Ikke relevant,810,55.84859769,9.81286154,8700,nov_dump1
28988,2024-04-08 22:33:57,Bolig 28988,publish,28988,"Mursejlervej 5, 8660 Skanderborg","Skuffesag hos Home Skanderborg, kontakt dem for yderligere information og billeder ",4498000,4,Villa,1975,147,Skanderborg,Ikke relevant,944,56.04015165,9.95930285,8660,nov_dump1
29123,2024-04-09 13:53:08,Bolig 29123,publish,29123,"Porsbakkevej 1, 8963 Auning","Nyt etplanshus til salg i Auning ????
Stort moderne etplans vinkelhus i populært nybyggerkvarter. 

•210 kvm hus 
- 3  store værelser med gulv til loft vinduer.
- Badeværelse med spabad og brus. 
- Soveværelse med walk-in og tilhørende badeværelse med dobbeltbrus og vask.
- Stort køkken-alrum og stue.
- HTH køkken, bad og bryggers. 
- Ekstra lofthøjde i værelser, entre, bryggers og badeværelse. 
- Lofter mod kip i garage, køkken-alrum, stue, soveværelse, walk-in og dobbelt  bad.
- Bygget med Randerstegl 522 sten, antracit fuger og sorte vinduer. 
- BWT-anlæg.
- Quooker i køkken.
- Fjernvarme.
•64 kvm Integreret garage med gulvvarme.
•10 kvm overdækket terrasse. 

3.999.000kr 
",3999000,4,Villa,2022,210,Auning,A,,56.4334091,10.39351979,8963,nov_dump1
29176,2024-04-09 21:41:48,Bolig 29176,publish,29176,"Saltholmsgade 3, st., 8000 Aarhus C","Charmerende og sjældent udbudt halvt byhus placeret helt centralt i Øgaderne med kort gåafstand til Vesterbro Torv, Den Gamle By og Botanisk Have. Ejendommen består af kun to enheder som udgør en lille velfungerende ejerforening, hvor flere almindelige faste udgifter deles. Boligen ligger på en rolig ensrettet vej og består af to plan, hvor der fra køkken-alrummet i stueplan er direkte udgang til den sydvendte have. Her er der enestående mulighed for at dyrke tomater, krydderurter mv., samt nyde solen fra morgen til aften. I det store havehus er der god plads til opbevaring, men også mulighed for at indrette værksted eller lign.
Stueplanet består af entre og en større stue med direkte adgang til køkkenalrummet. Ovenpå findes to gode værelser på hver 12 kvm, badeværelse med vaskesøjle, pulterrum og større repos med flere anvendelsesmuligheder.
Boligen har været i familiens eje i 20 år og har været beboet af både studerende og familie med børn, idet boligen henvender sig til flere målgrupper. Sjældent findes en bolig med samme mulighed for at kombinere ude- og indeliv centralt i fredelige omgivelser, hvor de faste udgifter er lave.",4495000,4,Ejerlejlighed,1886,104,Aarhus C,C,,56.15889966,10.19654709,8000,nov_dump1
29194,2024-04-10 07:52:50,Bolig 29194,publish,29194,Skærgårdsparken 13,"Dejligt rækkehus i Skæring til salg.
Mere præcist 127 kvm et plans rækkehus, med 3 værelser, toilet, bryggers for ikke at nævne huset hjerte køkken-alrum og stue.

Huset har både egen forhave og baghave, som er forbundet, da det er et ende hus, hvilket skaber en dejlig fleksibilitet.

Huset ligger tæt på Skæringskole, flere institutioner og ikke mindst et skønt ude-areal, hvor der både er plads til boldspil, bål, besøge kaniner, fugle og heste. Skæring strand ligger 10 min. cykeltur væk.

Huset er vurderet til 3.995.000, hvor ejerforeningen står for store dele af vedligeholdelsen, som f.eks tag, vinduer, udvendige arealer.

Lyder det interessant
",3995000,3,Rækkehus,2004,127,Egå,C,127,56.22866235,10.29385661,8250,nov_dump1
29214,2024-04-10 09:59:25,Bolig 29214,publish,29214,"Ahornvej 11, 8500 Grenaa","Rigtig hyggeligt sommerhus sælges. Nye senge i 2 værelser, ny sofa, TV møbel og vitrine. Dejlig udestue og delvis lukket have + garage. 500 mtr til dejlig badestrand, hede og skov. 1 km til indkøb og 4 km til centrum. ",1395000,3,Fritidsbolig,1950,103,Grenaa,Ikke relevant,788,56.39448202,10.91299022,8500,nov_dump1
29255,2024-04-11 12:40:21,Bolig 29255,publish,29255,"Lykkegårdsvej 21, 9210 Aalborg SØ","Velholdt villa på attraktiv beliggenhed nær Gug Skole

- Velholdt hus
- Vinkelstue med adgang direkte fra køkken
- Soveværelse og hele 3 værelser
- Badeværelse og gæstetoilet
- God og tør underetage med hjemmebiograf mm
- Tag fra 2004
- Dejlig ugeneret have bag huset

BELIGGENHED:
Villa på attraktiv beliggenhed i Gug. Beliggenheden nær Gug Skole, gør huset særdeles attraktivt for børnefamilien med fred, ro og let adgang til alt via stier. Gug er et attraktivt område med fokus på børnenes aktivitetsmuligheder, grønne arealer og meget velfungerende stisystem, til både skole, børnehaver og fritidsaktiviteter. Her er ligeledes nem adgang til indkøb, busstoppested, bakkede naturoplevelser i Gug Alper, Kongshøjskoven eller Østeraadalen, svømmehal ved Gigantium, sport og kultur. Det nye Supersygehus, Aalborg centrum og tilkørsel til motorvejen nås på kun 5 minutter.

BESKRIVELSE BOLIG:
Du træder indenfor i præsentabel entré med god plads til at tage imod gæsterne og komme af med overtøjet. Herfra adgang til fordelingsgang med adgang til godt lyst badeværelse med badekar og gulvvarme, soveværelse med skabsvæg og udgang til haven hvor der er morgensol, gæstetoilet og derudover 3 gode værelser. Herudover skøn lys vinkelstue med direkte adgang til godt køkken, hvor der er gode muligheder for at etablere det moderne køkken-alrum. Fra stuen er der adgang til hyggelig pejsestue med gulvvarme og udgang til endnu en terrasse.

God underetage med stort rum der i dag er indrettet med hjemmebiograf og kontor. Derudover vaskerum og depotrum.

Præsentabel forhave og dejlig lukket ugeneret have bag huset med god plads til børnenes leg, boldspil og trampolin. Gode terrasseområder med plads til grill og hygge. På morgenterrassen er der installeret udebruser.",2895000,4,Villa,1965,147,Aalborg SØ,D,730,57.00823382,9.92856631,9210,nov_dump1
29286,2024-04-11 17:25:49,Bolig 29286,publish,29286,"Ledavej 38, 9210 Aalborg SØ","Vores hus er til salg i Gug Øst. Tæt på Gug skole, 200m fra Gug Alper, 2 km fra det nye Super Sygehus. Er løbende vedligeholdt i moderne stil. Ligger på en 900m2 grund med en dejlig velanlagt have med 2 terrasser der vender optimalt i forhold til solen.  ",3495000,3,Villa,1983,132,Aalborg SØ,C,132,57.00841581,9.95160083,9210,nov_dump1
29318,2024-04-11 21:28:11,Bolig 29318,publish,29318,"Grønholtvej 74, Lønholt, 3480 Fredensborg","????Generationshus, bofællesskab, hestehold, fritidslandbrug,  firma, gårdbutik.........

Min svigerfar skal til at sælge gården i idylliske Grønholt ved Fredensborg i prisniveauet ca. 7-8 mio.

Mægler har ikke lagt op endnu, det sker først i maj.

Det er en tidligere gård med ca. 5 tønder land,, som har været et familiebofællesskab gennem mere end 50 år. 

✔️ To store hovedhuse med fin atriumgård imellem, de kunne måske med fordel  forbindes. 

✔️En mindre, nyere lejlighed med kælder i en ombygget hestestald. 

✔️En stor lade brugt til parkering og opbevaring af byggemateriale. 

✔️Der findes et stort snedker-/tømrerværksted, da der er drevet bygge-/arkitektfirma fra ejendommen. 

✔️Over værkstedet en hybel med panoramaudsigt over marken og en lille sø. 

✔️Der er desuden fire hestebåse i laden og en hestefold.

✔️I det kuperede marklandskab findes flere hestehold. Naboen har bl.a. islændere.

Mange fine løsninger, men gården trænger til et ansigtsløft og en kærlig hånd. 

Min svigerfar er blevet for gammel og også alvorligt syg, så nu skal det være.

Gårdens placering er attraktiv med mange muligheder. Tæt på kyst med mange lækre strande, skov, Nationalparken Kongernes Nordsjælland., Hørsholm, Hillerød, Fredensborg, Nivå, Helsingør, Sverige og afkørsel til motorvej osv.

I nærliggende Hillerød udvider Novo Nordisk og Fujifilm med kæmpe projekter, som vil skabe op mod 2000 ekstra arbejdspladser, lige såvel som Hillerød har et af de meget omtalte superhospitaler.

Der er flere togforbindelser (1/2 time til København) og ca. 35 km til København i bil fra den nærliggende afkørsel til motorvejen (ikke så tæt på, at den generer).

What's not to like! ????

❤️Det er følelsesladet at skulle sælge, vi har haft mange skønne stunder på gården.
Jeg ville ønske, jeg selv kunne bo der, men jeg er bypige med 10 tommelfingre, og er desuden født og opvokset på Amager, så jeg bliver på øen.

Skriv endelig, hvis du er interesseret, jeg svarer, så godt jeg kan.

????Her er et link til mine amatørbilleder uden filter. Årstiden er ikke helt med os endnu, så jeg har tilført lidt personlige billeder for at skabe den stemning, hvor huset og grunden kommer mere til sin ret.

https://photos.app.goo.gl/HfhBQ74aeL1VeNAE9

❗️Henvisning til mægler, send mig gerne en pb.",8000000,12378,Landejendom,,350,Fredensborg,Ikke relevant,,55.94895882,12.40676945,3480,nov_dump1
29350,2024-04-12 16:15:36,Bolig 29350,publish,29350,"Orgelvej 36, 8940 Randers SV","Superflot gennemrenoveret 1plans villa i musikkvarteret i Vorup.
Der er stort køkken alrum og stue samt dejlig størrelse badeværelse med dobbelt håndvask. Køkken og badinventar fra Invita med egetræslameller og en stenbordplade i køkkenet, som kan tåle at sætte kogende ting på.
Huset er højtbeliggende, således man har kig udover flere huse/grønne arealer.
Huset er invendigt gennemrenoveret i 2020. 
Udvendigt er haven planet ud i 2023, således nu er mere flad end tidligere, og der er nyligt sået græs og anlagt terasse.
Vi er potentielt interesseret i en hurtig handel.
I forhold til den vedhæftede plantegning, så er der nu et ekstra værelse, hvor pejsen var (skorstenen på taget er naturligvis også væk), og væggen der er vist mellem stue og køkken består nu af en køkkenø med siddepladser. I same ombæring er gennemgangen mellem køkken og den store gang lukket, hvor der nu er integreret fryseskab samt udtræksskab. ",2550000,4,Villa,1972,145,Randers SV,C,847,56.4333129,10.04122312,8940,nov_dump1
29361,2024-04-12 16:37:51,Bolig 29361,publish,29361,"Nørrebrogade 18, 2., 8000 Aarhus C","Moderniseret lejlighed, med flot materialevalg, bl.a. sildeparket, biopejs, marmorbordplade, mv
Skal sælges nu, derfor nedsat (mægler vurdering 5.200.000,-) 
kontakt mig ved interesse på eller mobil 22419013 eller send en pb.",4999500,4,Ejerlejlighed,1957,127,Aarhus C,D,127,56.16315903,10.21082099,8000,nov_dump1
29367,2024-04-12 17:22:27,Bolig 29367,publish,29367,"Ledavej 38, 9210 Aalborg SØ","Vi har sat vores dejlige hus i Gug Øst til salg. Tæt på Gug skole, 200 m fra Gug Alper, 2 km fra det nye Super Sygehus. Løbende moderniseret og opdateret. Huset er gennemmuret, og ligger på en 900 m2 skøn og stille grund med 2 terrasser der vender optimalt i forhold til solen. Huset sælges som skuffesalg gennem Nybolig Vejgaard/Gug.",3495000,3,Villa,1983,132,Aalborg SØ,C,896,57.00841581,9.95160083,9210,nov_dump1
29407,2024-04-12 23:23:46,Bolig 29407,publish,29407,"Hamborg 84, Sønderby, 7130 Juelsminde","???? Sommerhusperle i Asvig, Juelsminde! ????

Drømmer du om et hyggeligt sommerhus, hvor afslapning og hygge står øverst på listen? Så er dette skønne sommerhus på 53 m2 lige noget for dig!

✨ Indretning: Med 2 rummelige soveværelser og et nyt moderne badeværelse er der plads til hele familien eller vennerne. Tag en pause fra hverdagens stress og nyd et afslappende øjeblik i den udendørs jacuzzi.✨

???? Udendørsarealer: Den store have indbyder til leg, hygge og udendørs aktiviteter. Med kun få skridt til både vandet og supermarkedet er beliggenheden perfekt til både ferie og weekendophold.

????️ Beliggenhed: Sommerhuset ligger i det eftertragtede Asvig, Juelsminde, hvor ro og idyl mødes. Med kort køreafstand til Juelsminde by, kan du nemt udforske områdets charme og hyggelige stemning.

???? Muligheder: Dette sommerhus er ikke kun et fristed for afslapning, det er også en investering i livskvalitet og gode minder. Lad drømmen om et sommerhusliv gå i opfyldelse her!

???? Kontakt mægler ved spørgsmål og for at få en fremvisning og opleve alt, hvad dette skønne sommerhus har at byde på! ❤️

+45 28 92 84 76",,3,Fritidsbolig,1983,53,Juelsminde,Ikke relevant,800,55.77819907,10.01034354,7130,nov_dump1
